,Cluster,Organization,Conditionality,Restriction,Delivery mechanism,"Status (Completed, Ongoing, planned)",April Individuals,Region,District
2360,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1500,Woqooyi Galbeed,Hargeysa
2361,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,612,Woqooyi Galbeed,Hargeysa
2362,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1200,Woqooyi Galbeed,Hargeysa
2363,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,756,Woqooyi Galbeed,Hargeysa
2364,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,510,Woqooyi Galbeed,Hargeysa
2365,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,780,Woqooyi Galbeed,Hargeysa
2366,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,450,Woqooyi Galbeed,Hargeysa
2367,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,570,Woqooyi Galbeed,Hargeysa
2368,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,798,Woqooyi Galbeed,Hargeysa
2369,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,702,Woqooyi Galbeed,Hargeysa
2370,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,480,Woqooyi Galbeed,Hargeysa
2371,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,900,Woqooyi Galbeed,Hargeysa
2372,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,594,Woqooyi Galbeed,Hargeysa
2373,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1200,Woqooyi Galbeed,Hargeysa
2374,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,924,Woqooyi Galbeed,Hargeysa
2375,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,720,Woqooyi Galbeed,Hargeysa
2376,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1800,Woqooyi Galbeed,Hargeysa
2377,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1200,Woqooyi Galbeed,Hargeysa
2378,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,588,Woqooyi Galbeed,Hargeysa
2379,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,720,Woqooyi Galbeed,Hargeysa
2380,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,540,Woqooyi Galbeed,Hargeysa
2381,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,500,Lower Shabelle,Marka
2382,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,3000,Lower Shabelle,Marka
2383,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,500,Lower Shabelle,Marka
2384,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,3000,Lower Shabelle,Marka
2385,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,6000,Lower Shabelle,Marka
2386,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1000,Lower Shabelle,Marka
2387,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1200,Gedo,Doloow
2388,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,4200,Gedo,Doloow
2389,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,2442,Gedo,Luuq
2390,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,4158,Gedo,Luuq
2391,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,864,Togdheer,Sheikh
2392,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,648,Togdheer,Sheikh
2393,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,870,Togdheer,Sheikh
2394,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,654,Togdheer,Sheikh
2395,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,924,Togdheer,Sheikh
2396,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1080,Woqooyi Galbeed,Berbera
2397,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1068,Woqooyi Galbeed,Berbera
2398,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1080,Woqooyi Galbeed,Berbera
2399,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,360,Woqooyi Galbeed,Berbera
2400,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,438,Woqooyi Galbeed,Berbera
2401,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,480,Woqooyi Galbeed,Berbera
2402,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,534,Woqooyi Galbeed,Berbera
2403,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,540,Woqooyi Galbeed,Berbera
2404,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,654,Woqooyi Galbeed,Berbera
2405,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,480,Woqooyi Galbeed,Berbera
2406,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,660,Woqooyi Galbeed,Berbera
2407,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,660,Woqooyi Galbeed,Berbera
2408,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,780,Woqooyi Galbeed,Berbera
2409,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,534,Woqooyi Galbeed,Berbera
2410,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1260,Woqooyi Galbeed,Berbera
2411,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1260,Woqooyi Galbeed,Berbera
2412,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,468,Woqooyi Galbeed,Berbera
2413,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,2100,Woqooyi Galbeed,Berbera
2414,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,2100,Woqooyi Galbeed,Berbera
2415,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1032,Woqooyi Galbeed,Berbera
2416,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,360,Woqooyi Galbeed,Berbera
2417,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,540,Woqooyi Galbeed,Berbera
2418,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,648,Woqooyi Galbeed,Berbera
2419,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,780,Woqooyi Galbeed,Berbera
2420,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,870,Woqooyi Galbeed,Berbera
2421,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,924,Woqooyi Galbeed,Berbera
2422,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1032,Woqooyi Galbeed,Berbera
2423,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1068,Woqooyi Galbeed,Gebiley
2424,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,864,Woqooyi Galbeed,Gebiley
2425,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,654,Sool,Laascanood
2426,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,576,Sool,Laascanood
2427,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1134,Sool,Laascanood
2428,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,528,Sool,Laascanood
2429,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,618,Sool,Laascanood
2430,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,564,Sool,Laascanood
2431,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,744,Sool,Laascanood
2432,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1122,Sool,Laascanood
2433,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,996,Sool,Laascanood
2434,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1200,Sool,Laascanood
2435,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,510,Sool,Laascanood
2436,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,1062,Sool,Laascanood
2437,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,534,Sool,Laascanood
2438,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,600,Sool,Laascanood
2439,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,510,Sool,Laascanood
2440,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,600,Sool,Laascanood
2441,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,672,Sool,Laascanood
2442,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,468,Sool,Laascanood
2443,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,576,Sool,Laascanood
2444,WASH  ,UNICEF,Unspecified,Unspecified,Unspecified,ongoing,2586,Sool,Laascanood
